diana_objetivo,id_farmaco,nombre,ic50_nm,pchembl,anio,smiles,nivel_potencia
BACE1,CHEMBL3954200,Sin nombre,193.0,6.71,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C(F)(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL3917530,Sin nombre,54.0,7.27,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)(F)F)cn3)cs2)CO1,Muy Alta
BACE1,CHEMBL3890342,Sin nombre,153.0,6.82,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(F)cc3F)cs2)CO1,Media
BACE1,CHEMBL3922902,Sin nombre,259.0,6.59,2017,COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,Media
BACE1,CHEMBL3947194,Sin nombre,108.0,6.97,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL3967113,Sin nombre,106.0,6.97,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cc3)cs2)CO1,Media
BACE1,CHEMBL3895844,Sin nombre,13.0,7.89,2017,CC#CCOc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,Muy Alta
BACE1,CHEMBL3972432,Sin nombre,1000.0,6.0,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc4ccccn4n3)cs2)CO1,Media
BACE1,CHEMBL3932919,Sin nombre,81.0,7.09,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C)n3)cs2)CO1,Muy Alta
BACE1,CHEMBL3943893,Sin nombre,74.0,7.13,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)F)cn3)cs2)CO1,Muy Alta
BACE1,CHEMBL3973408,Sin nombre,68.0,7.17,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCF)cn3)cs2)CO1,Muy Alta
BACE1,CHEMBL3932733,Sin nombre,1310.0,5.88,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(C4CC4)n3)cs2)CO1,Media
BACE1,CHEMBL3901213,Sin nombre,647.0,6.19,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnccn3)cs2)CO1,Media
BACE1,CHEMBL3929412,Sin nombre,1990.0,5.7,2017,Cc1nn(C)cc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,Media
BACE1,CHEMBL3983383,Sin nombre,2160.0,5.67,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cccnn3)cs2)CO1,Media
BACE1,CHEMBL3914734,Sin nombre,3820.0,5.42,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C4CC4)on3)cs2)CO1,Media
BACE1,CHEMBL3984545,Sin nombre,1400.0,5.85,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C(F)(F)F)on3)cs2)CO1,Media
BACE1,CHEMBL3923755,Sin nombre,34100.0,4.47,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cn(C4CCC4)cn3)cs2)CO1,Baja
BACE1,CHEMBL3892254,Sin nombre,1480.0,5.83,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C4CCC4)nn3C)cs2)CO1,Media
BACE1,CHEMBL3936965,Sin nombre,5860.0,5.23,2017,COCc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,Media
BACE1,CHEMBL3909030,Sin nombre,1410.0,5.85,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(=O)n(C)c3)cs2)CO1,Media
BACE1,CHEMBL3944166,Sin nombre,485.0,6.31,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCC(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL3973335,Sin nombre,145.0,6.84,2017,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C(F)(F)F)o1,Media
BACE1,CHEMBL3962473,Sin nombre,369.0,6.43,2017,CCc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,Media
BACE1,CHEMBL3893462,Sin nombre,134.0,6.87,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnn(C)n3)cs2)CO1,Media
BACE1,CHEMBL3964867,Sin nombre,364.0,6.44,2017,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,Media
BACE1,CHEMBL3985734,Sin nombre,341.0,6.47,2017,CCc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,Media
BACE1,CHEMBL3948402,Sin nombre,435.0,6.36,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncn(C)n3)cs2)CO1,Media
BACE1,CHEMBL3977620,Sin nombre,185.0,6.73,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(C)(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL3972449,Sin nombre,23.0,7.64,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,Muy Alta
BACE1,CHEMBL3910292,Sin nombre,320.0,6.5,2017,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)n1,Media
BACE1,CHEMBL3962126,Sin nombre,101.0,7.0,2017,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)c1,Muy Alta
BACE1,CHEMBL3938206,Sin nombre,232.0,6.63,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)nc3)cs2)CO1,Media
BACE1,CHEMBL3910968,Sin nombre,103.0,6.99,2017,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,Media
BACE1,CHEMBL3911716,Sin nombre,189.0,6.72,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(C(F)(F)F)n3)cs2)CO1,Media
BACE1,CHEMBL3948054,Sin nombre,98.0,7.01,2017,Cc1noc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,Muy Alta
BACE1,CHEMBL3916740,Sin nombre,91.0,7.04,2017,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,Muy Alta
BACE1,CHEMBL3963139,Sin nombre,65.0,7.19,2017,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)o1,Muy Alta
BACE1,CHEMBL3922656,Sin nombre,161.0,6.79,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC4CC4)cn3)cs2)CO1,Media
BACE1,CHEMBL3918155,Sin nombre,519.0,6.29,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC4CC4)cn3)cs2)CO1,Media
BACE1,CHEMBL4114074,Sin nombre,360.0,6.44,2017,C[C@@H](F)COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,Media
BACE1,CHEMBL3901805,Sin nombre,372.0,6.43,2017,C[C@H](F)COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,Media
BACE1,CHEMBL3896381,Sin nombre,161.0,6.79,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC(C)(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL5955670,Sin nombre,740.0,6.13,2017,Cc1nc(C)c(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)o1,Media
BACE1,CHEMBL6008229,Sin nombre,3840.0,5.42,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cn(C)nc3C(F)(F)F)cs2)CO1,Media
BACE1,CHEMBL6051307,Sin nombre,1830.0,5.74,2017,CC(C)n1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c1,Media
BACE1,CHEMBL5891745,Sin nombre,9690.0,5.01,2017,CC(C)Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,Media
BACE1,CHEMBL5955979,Sin nombre,3940.0,5.41,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnn(C)c3)cs2)CO1,Media
BACE1,CHEMBL6056391,Sin nombre,2620.0,5.58,2017,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,Media
BACE1,CHEMBL5936939,Sin nombre,51000.0,4.29,2017,CC(C)Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nn1C,Baja
BACE1,CHEMBL5921622,Sin nombre,575.0,6.24,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccncn3)cs2)CO1,Media
BACE1,CHEMBL5839078,Sin nombre,5040.0,5.3,2017,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)on1,Media
BACE1,CHEMBL5870319,Sin nombre,2110.0,5.68,2017,Cc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,Media
BACE1,CHEMBL5898357,Sin nombre,6200.0,5.21,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc4n(n3)CCC4)cs2)CO1,Media
BACE1,CHEMBL5911399,Sin nombre,10400.0,4.98,2017,CC(C)c1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,Baja
BACE1,CHEMBL6057043,Sin nombre,9260.0,5.03,2017,CCc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)on1,Media
BACE1,CHEMBL5941542,Sin nombre,7480.0,5.13,2017,CCn1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,Media
BACE1,CHEMBL5872587,Sin nombre,12400.0,4.91,2017,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nn1C,Baja
BACE1,CHEMBL6012387,Sin nombre,4560.0,5.34,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncnn3C)cs2)CO1,Media
BACE1,CHEMBL5893521,Sin nombre,18200.0,4.74,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cn(C)cn3)cs2)CO1,Baja
BACE1,CHEMBL5954836,Sin nombre,28100.0,4.55,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cn(C)nn3)cs2)CO1,Baja
BACE1,CHEMBL5933031,Sin nombre,777.0,6.11,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccon3)cs2)CO1,Media
BACE1,CHEMBL6014458,Sin nombre,1490.0,5.83,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CC(F)(F)C3)cs2)CO1,Media
BACE1,CHEMBL5846923,Sin nombre,1080.0,5.97,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncccn3)cs2)CO1,Media
BACE1,CHEMBL6027997,Sin nombre,8070.0,5.09,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnn(C4CC4)c3)cs2)CO1,Media
BACE1,CHEMBL5881880,Sin nombre,3380.0,5.47,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(Cl)n(C)n3)cs2)CO1,Media
BACE1,CHEMBL6032465,Sin nombre,1080.0,5.97,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C4CC4)cn3)cs2)CO1,Media
BACE1,CHEMBL5758428,Sin nombre,671.0,6.17,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnn(C(F)F)c3)cs2)CO1,Media
BACE1,CHEMBL6037001,Sin nombre,1660.0,5.78,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C4CC4)n3)cs2)CO1,Media
BACE1,CHEMBL5926164,Sin nombre,4240.0,5.37,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccnn3C3CC3)cs2)CO1,Media
BACE1,CHEMBL6028516,Sin nombre,16200.0,4.79,2017,CC(C)c1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,Baja
BACE1,CHEMBL3898614,Sin nombre,398.0,6.4,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(CC(F)F)n3)cs2)CO1,Media
BACE1,CHEMBL3938762,Sin nombre,418.0,6.38,2017,COCCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,Media
BACE1,CHEMBL3916242,Sin nombre,17.0,7.77,2017,C#CCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,Muy Alta
BACE1,CHEMBL3944174,Sin nombre,175.0,6.76,2017,COCc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,Media
BACE1,CHEMBL3928689,Sin nombre,215.0,6.67,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(CC(F)(F)F)n3)cs2)CO1,Media
BACE1,CHEMBL3916242,Sin nombre,82.0,7.09,2017,C#CCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,Muy Alta
BACE1,CHEMBL3953528,Sin nombre,376.0,6.42,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CCC3)cs2)CO1,Media
BACE1,CHEMBL3922075,Sin nombre,18.0,7.75,2017,CC#CCOc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,Muy Alta
BACE1,CHEMBL3910370,Sin nombre,75.0,7.12,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3nc(C(F)F)co3)cs2)CO1,Muy Alta
BACE1,CHEMBL3980484,Sin nombre,2.0,8.7,2017,Cc1cn(C(F)F)nc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,Muy Alta
BACE1,CHEMBL3919298,Sin nombre,177.0,6.75,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(OC(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL3985492,Sin nombre,33.0,7.48,2017,Cc1nc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,Muy Alta
BACE1,CHEMBL3924736,Sin nombre,25.0,7.6,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)cs2)CO1,Muy Alta
BACE1,CHEMBL3896695,Sin nombre,220.0,6.66,2017,COCC(F)(F)c1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,Media
BACE1,CHEMBL5812827,Sin nombre,447.0,6.35,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCC#N)cn3)cs2)CO1,Media
BACE1,CHEMBL3937329,Sin nombre,12.0,7.92,2017,Cc1oc(CF)nc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,Muy Alta
BACE1,CHEMBL3975536,Sin nombre,282.0,6.55,2017,COCC(F)(F)c1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,Media
BACE1,CHEMBL3946217,Sin nombre,308.0,6.51,2017,CCC(F)(F)Oc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,Media
BACE1,CHEMBL3919976,Sin nombre,85.0,7.07,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C34CC(C3)C4)cs2)CO1,Muy Alta
BACE1,CHEMBL3896382,Sin nombre,348.0,6.46,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3(C#N)CC3)cs2)CO1,Media
BACE1,CHEMBL3971961,Sin nombre,475.0,6.32,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CC3)cs2)CO1,Media
BACE1,CHEMBL5787027,Sin nombre,94.0,7.03,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3(C#N)CCC3)cs2)CO1,Muy Alta
BACE1,CHEMBL3927854,Sin nombre,461.0,6.34,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3(C)CCC3)cs2)CO1,Media
BACE1,CHEMBL5828499,Sin nombre,41.0,7.39,2017,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,Muy Alta
BACE1,CHEMBL5859401,Sin nombre,73.0,7.14,2017,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3cnc(OC(F)F)cn3)cs2)CO1,Muy Alta
BACE1,CHEMBL6009419,Sin nombre,33.0,7.48,2017,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,Muy Alta
BACE1,CHEMBL3972449,Sin nombre,23.0,7.64,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,Muy Alta
BACE1,CHEMBL3942279,Sin nombre,43.0,7.37,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,Muy Alta
BACE1,CHEMBL4483673,Sin nombre,3.0,8.52,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,Muy Alta
BACE1,CHEMBL4483673,Sin nombre,9.0,8.05,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,Muy Alta
BACE1,CHEMBL5913107,Sin nombre,19.0,7.72,2017,C[C@H]1C[C@H]2CSC(N)N[C@@]2(c2cc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,Muy Alta
BACE1,CHEMBL3904953,Sin nombre,6.0,8.22,2017,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)CO[C@@H](C(F)(F)F)C[C@H]2CS1,Muy Alta
BACE1,CHEMBL3983509,Sin nombre,1.0,9.0,2017,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,Muy Alta
BACE1,CHEMBL5996228,Sin nombre,5.25,8.28,2017,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5996228,Sin nombre,4.27,8.37,2017,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL4441612,Sin nombre,1.78,8.75,2017,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL4441612,Sin nombre,1.78,8.75,2017,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5911959,Sin nombre,2.04,8.69,2017,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nncc4C(N)=N3)c2)cn1,Muy Alta
BACE1,CHEMBL5911959,Sin nombre,2.04,8.69,2017,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nncc4C(N)=N3)c2)cn1,Muy Alta
BACE1,CHEMBL5827655,Sin nombre,1.74,8.76,2017,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5827655,Sin nombre,1.78,8.75,2017,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5983491,Sin nombre,1.91,8.72,2017,C[C@@]1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5908501,Sin nombre,3.09,8.51,2017,C[C@@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5885164,Sin nombre,3.02,8.52,2017,C[C@@]1(c2cc(NC(=O)c3ccc(OCF)cn3)ccc2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5804713,Sin nombre,4.37,8.36,2017,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)cc(F)c2F)Cn2nncc2C(N)=N1,Muy Alta
BACE1,CHEMBL5758820,Sin nombre,8.32,8.08,2017,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nncc21,Muy Alta
BACE1,CHEMBL5758820,Sin nombre,4.07,8.39,2017,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nncc21,Muy Alta
BACE1,CHEMBL5838638,Sin nombre,759.0,6.12,2017,NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nncc21,Media
BACE1,CHEMBL6017112,Sin nombre,214.0,6.67,2017,C[C@H]1C[C@H]2COC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL5861668,Sin nombre,123.0,6.91,2017,C[C@H]1C[C@H]2COC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)cs2)CO1,Media
BACE1,CHEMBL6064519,Sin nombre,85.0,7.07,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2COC(N)=N3)n1,Muy Alta
BACE1,CHEMBL5938290,Sin nombre,146.0,6.84,2017,C[C@H]1C[C@H]2CCOC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL6046679,Sin nombre,71.0,7.15,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CCOC(N)=N3)n1,Muy Alta
BACE1,CHEMBL6025437,Sin nombre,270.0,6.57,2017,C[C@H]1C[C@H]2[C@@H](CF)OC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL5840593,Sin nombre,112.0,6.95,2017,C[C@H]1C[C@H]2[C@@H](C(F)(F)F)OC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL6048230,Sin nombre,610.0,6.21,2017,CC1(C)C[C@H]2COC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,Media
BACE1,CHEMBL5835682,Sin nombre,475.0,6.32,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23COC(C)(C)C[C@H]2COC(N)=N3)n1,Media
BACE1,CHEMBL5886016,Sin nombre,16700.0,4.78,2017,NC1=N[C@]2(c3nc(NC(=O)c4ccc(Cl)cn4)cs3)CO[C@H](C(F)(F)F)C[C@@H]2CO1,Baja
BACE1,CHEMBL5772048,Sin nombre,310.0,6.51,2017,NC1=N[C@@]2(c3nc(NC(=O)c4ccc(Cl)cn4)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,Media
BACE1,CHEMBL5802529,Sin nombre,10800.0,4.97,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@@]23CO[C@H](C(F)(F)F)C[C@@H]2COC(N)=N3)n1,Baja
BACE1,CHEMBL5961377,Sin nombre,155.0,6.81,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C(F)(F)F)C[C@H]2COC(N)=N3)n1,Media
BACE1,CHEMBL5858986,Sin nombre,15000.0,4.82,2017,NC1=N[C@]2(c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)CO[C@H](C(F)(F)F)C[C@@H]2CO1,Baja
BACE1,CHEMBL6025628,Sin nombre,371.0,6.43,2017,NC1=N[C@@]2(c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,Media
BACE1,CHEMBL5763602,Sin nombre,6970.0,5.16,2017,NC1=N[C@]2(c3nc(NC(=O)c4ncc(OC(F)F)cc4Cl)cs3)CO[C@H](C(F)(F)F)C[C@@H]2CO1,Media
BACE1,CHEMBL5976104,Sin nombre,184.0,6.74,2017,NC1=N[C@@]2(c3nc(NC(=O)c4ncc(OC(F)F)cc4Cl)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,Media
BACE1,CHEMBL5895443,Sin nombre,860.0,6.07,2017,NC1=N[C@@]2(c3nc(NC(=O)c4ccc(OC(F)F)cn4)cs3)COC3(CCC3)C[C@H]2CO1,Media
BACE1,CHEMBL5930527,Sin nombre,370.0,6.43,2017,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23COC4(CCC4)C[C@H]2COC(N)=N3)n1,Media
BACE1,CHEMBL5791514,Sin nombre,395.0,6.4,2017,N#Cc1ccc(C(=O)Nc2csc([C@]34COC5(CCC5)C[C@H]3COC(N)=N4)n2)nc1,Media
